player_name,team,matches_played,runs,balls_faced,dismissals,average,strike_rate,highest_score
AS Rajpoot,Kolkata Knight Riders,1,4,7,1,4,57.14285714,8
AS Rajpoot,Rajasthan Royals,2,9,10,1,9,90,8
AS Raut,Rajasthan Royals,16,194,172,11,17.63636364,112.7906977,36
AS Roy,Kolkata Knight Riders,6,26,24,3,8.666666667,108.3333333,13
AS Yadav,Deccan Chargers,6,49,40,7,7,122.5,16
AT Carey,Delhi Capitals,3,32,29,2,16,110.3448276,14
AT Rayudu,Chennai Super Kings,80,1932,1526,64,30.1875,126.6055046,100
AT Rayudu,Mumbai Indians,105,2416,1964,88,27.45454545,123.0142566,100
AU Rashid,Sunrisers Hyderabad,2,22,17,2,11,129.4117647,18
AUK Pathan,Royal Challengers Bangalore,7,39,26,5,7.8,150,14
Abdul Basith,Rajasthan Royals,1,1,1,0,1,100,1
Abdul Samad,Sunrisers Hyderabad,39,579,408,32,18.09375,141.9117647,37
Abdur Razzak,Royal Challengers Bangalore,1,0,2,0,0,0,0
Abhishek Sharma,Delhi Daredevils,3,63,35,1,63,180,75
Abhishek Sharma,Sunrisers Hyderabad,58,1314,890,54,24.33333333,147.6404494,75
Abishek Porel,Delhi Capitals,16,360,244,16,22.5,147.5409836,65
Akash Deep,Royal Challengers Bangalore,2,17,10,2,8.5,170,17
Akash Deep,Royal Challengers Bengaluru,1,2,2,0,2,100,17
Akash Madhwal,Mumbai Indians,1,4,5,0,4,80,4
Aman Hakim Khan,Delhi Capitals,9,110,106,8,13.75,103.7735849,51
Aman Hakim Khan,Kolkata Knight Riders,1,5,3,1,5,166.6666667,51
Anirudh Singh,Deccan Chargers,4,63,69,4,15.75,91.30434783,40
Ankit Sharma,Deccan Chargers,4,18,13,3,6,138.4615385,30
Ankit Sharma,Rajasthan Royals,4,41,37,3,13.66666667,110.8108108,30
Ankit Sharma,Rising Pune Supergiant,1,25,16,1,25,156.25,30
Ankit Sharma,Rising Pune Supergiants,1,3,3,0,3,100,30
Ankit Soni,Gujarat Lions,3,7,9,2,3.5,77.77777778,7
Anmolpreet Singh,Mumbai Indians,3,29,27,3,9.666666667,107.4074074,36
Anmolpreet Singh,Sunrisers Hyderabad,6,110,90,6,18.33333333,122.2222222,36
Anuj Rawat,Rajasthan Royals,1,0,1,1,0,0,66
Anuj Rawat,Royal Challengers Bangalore,15,220,195,10,22,112.8205128,66
Anuj Rawat,Royal Challengers Bengaluru,5,98,80,3,32.66666667,122.5,66
Anureet Singh,Kings XI Punjab,7,33,43,4,8.25,76.74418605,15
Anureet Singh,Rajasthan Royals,1,3,4,0,3,75,15
Arjun Tendulkar,Mumbai Indians,1,13,9,1,13,144.4444444,13
Arshad Khan,Lucknow Super Giants,3,78,52,2,39,150,58
Arshad Khan,Mumbai Indians,3,18,15,2,9,120,58
Arshad Khan (2),Lucknow Super Giants,1,5,4,1,5,125,5
Arshdeep Singh,Kings XI Punjab,1,0,3,1,0,0,10
Arshdeep Singh,Punjab Kings,10,29,39,4,7.25,74.35897436,10
Ashutosh Sharma,Punjab Kings,9,189,118,8,23.625,160.1694915,61
Atharva Taide,Punjab Kings,9,247,177,8,30.875,139.5480226,66
Avesh Khan,Delhi Capitals,2,9,6,0,9,150,12
Avesh Khan,Lucknow Super Giants,5,22,14,1,22,157.1428571,12
Avesh Khan,Rajasthan Royals,2,10,5,0,10,200,12
Azhar Mahmood,Kings XI Punjab,20,382,303,18,21.22222222,126.0726073,80
Azhar Mahmood,Kolkata Knight Riders,1,6,8,1,6,75,80
Azmatullah Omarzai,Gujarat Titans,4,42,34,4,10.5,123.5294118,17
B Akhil,Kochi Tuskers Kerala,1,13,9,1,13,144.4444444,27
B Akhil,Royal Challengers Bangalore,10,63,48,6,10.5,131.25,27
B Chipli,Deccan Chargers,17,244,207,12,20.33333333,117.8743961,61
B Chipli,Delhi Daredevils,1,16,19,1,16,84.21052632,61
B Chipli,Royal Challengers Bangalore,3,20,30,3,6.666666667,66.66666667,61
B Indrajith,Kolkata Knight Riders,3,21,31,3,7,67.74193548,15
B Kumar,Pune Warriors,18,93,114,10,9.3,81.57894737,27
B Kumar,Sunrisers Hyderabad,47,213,224,24,8.875,95.08928571,27
B Laughlin,Chennai Super Kings,2,4,9,1,4,44.44444444,4
B Laughlin,Rajasthan Royals,2,1,4,1,1,25,4
B Lee,Kings XI Punjab,10,56,60,5,11.2,93.33333333,25
B Lee,Kolkata Knight Riders,9,68,42,5,13.6,161.9047619,25
B Sai Sudharsan,Gujarat Titans,25,1034,770,21,49.23809524,134.2857143,103
B Stanlake,Sunrisers Hyderabad,1,5,2,0,5,250,5
B Sumanth,Deccan Chargers,4,35,38,1,35,92.10526316,16
BA Bhatt,Kings XI Punjab,2,6,7,0,6,85.71428571,6
BA Stokes,Chennai Super Kings,2,15,15,2,7.5,100,107
BA Stokes,Rajasthan Royals,30,604,476,28,21.57142857,126.8907563,107
BA Stokes,Rising Pune Supergiant,11,316,227,11,28.72727273,139.2070485,107
BAW Mendis,Kolkata Knight Riders,2,1,2,1,1,50,2
BAW Mendis,Pune Warriors,1,2,4,1,2,50,2
BB McCullum,Chennai Super Kings,28,841,634,28,30.03571429,132.6498423,158
BB McCullum,Gujarat Lions,27,674,500,27,24.96296296,134.8,158
BB McCullum,Kochi Tuskers Kerala,13,357,292,13,27.46153846,122.260274,158
BB McCullum,Kolkata Knight Riders,35,883,755,32,27.59375,116.9536424,158
BB McCullum,Royal Challengers Bangalore,6,127,91,6,21.16666667,139.5604396,158
BB Samantray,Deccan Chargers,1,2,2,0,2,100,55
BB Samantray,Sunrisers Hyderabad,7,123,114,5,24.6,107.8947368,55
BB Sran,Kings XI Punjab,3,3,7,1,3,42.85714286,3
BB Sran,Mumbai Indians,1,3,3,0,3,100,3
BB Sran,Sunrisers Hyderabad,3,4,4,0,4,100,3
BCJ Cutting,Mumbai Indians,9,114,76,6,19,150,39
BCJ Cutting,Rajasthan Royals,1,8,6,0,8,133.3333333,39
BCJ Cutting,Sunrisers Hyderabad,7,116,64,5,23.2,181.25,39
BE Hendricks,Kings XI Punjab,2,1,3,1,1,33.33333333,1
BJ Haddin,Kolkata Knight Riders,1,18,11,1,18,163.6363636,18
BJ Hodge,Kochi Tuskers Kerala,14,285,245,11,25.90909091,116.3265306,73
BJ Hodge,Kolkata Knight Riders,19,476,430,16,29.75,110.6976744,73
BJ Hodge,Rajasthan Royals,30,639,478,19,33.63157895,133.6820084,73
BJ Rohrer,Delhi Daredevils,8,193,146,7,27.57142857,132.1917808,64
BMAJ Mendis,Delhi Daredevils,3,23,27,3,7.666666667,85.18518519,12
BR Dunk,Mumbai Indians,3,40,36,3,13.33333333,111.1111111,20
BR Sharath,Gujarat Titans,1,2,5,1,2,40,2
Basil Thampi,Gujarat Lions,5,28,30,1,28,93.33333333,13
Basil Thampi,Sunrisers Hyderabad,2,4,7,1,4,57.14285714,13
Bipul Sharma,Kings XI Punjab,9,104,72,3,34.66666667,144.4444444,35
Bipul Sharma,Sunrisers Hyderabad,8,83,52,3,27.66666667,159.6153846,35
C Green,Mumbai Indians,16,452,287,10,45.2,157.4912892,100
C Green,Royal Challengers Bengaluru,12,255,185,10,25.5,137.8378378,100
C Madan,Mumbai Indians,1,15,21,1,15,71.42857143,15
C Munro,Delhi Capitals,4,84,72,4,21,116.6666667,40
C Munro,Delhi Daredevils,4,63,41,4,15.75,153.6585366,40
C Munro,Kolkata Knight Riders,3,30,31,1,30,96.77419355,40
C Nanda,Mumbai Indians,1,0,1,1,0,0,0
C Sakariya,Delhi Capitals,2,4,6,1,4,66.66666667,7
C Sakariya,Rajasthan Royals,5,16,25,4,4,64,7
C de Grandhomme,Kolkata Knight Riders,9,126,92,8,15.75,136.9565217,40
C de Grandhomme,Royal Challengers Bangalore,12,177,137,7,25.28571429,129.1970803,40
CA Ingram,Delhi Capitals,12,184,157,10,18.4,117.1974522,47
CA Ingram,Delhi Daredevils,3,21,26,2,10.5,80.76923077,47
CA Lynn,Deccan Chargers,1,6,10,1,6,60,93
CA Lynn,Kolkata Knight Riders,40,1274,928,36,35.38888889,137.2844828,93
CA Lynn,Mumbai Indians,1,49,36,2,24.5,136.1111111,93
CA Pujara,Kings XI Punjab,6,125,129,4,31.25,96.89922481,51
CA Pujara,Kolkata Knight Riders,6,122,119,4,30.5,102.5210084,51
CA Pujara,Royal Challengers Bangalore,10,143,155,10,14.3,92.25806452,51
CH Gayle,Kings XI Punjab,31,1153,824,27,42.7037037,139.9271845,175
CH Gayle,Kolkata Knight Riders,16,476,356,16,29.75,133.7078652,175
CH Gayle,Punjab Kings,10,193,160,11,17.54545455,120.625,175
CH Gayle,Royal Challengers Bangalore,84,3175,2176,74,42.90540541,145.9099265,175
CH Morris,Chennai Super Kings,6,14,17,2,7,82.35294118,82
CH Morris,Delhi Capitals,6,32,38,6,5.333333333,84.21052632,82
CH Morris,Delhi Daredevils,18,395,237,10,39.5,166.6666667,82
CH Morris,Rajasthan Royals,14,143,100,7,20.42857143,143,82
CH Morris,Royal Challengers Bangalore,5,34,21,4,8.5,161.9047619,82
CJ Anderson,Delhi Daredevils,11,142,130,7,20.28571429,109.2307692,95
CJ Anderson,Mumbai Indians,15,379,284,12,31.58333333,133.4507042,95
CJ Anderson,Royal Challengers Bangalore,3,17,22,3,5.666666667,77.27272727,95
CJ Ferguson,Pune Warriors,8,98,119,6,16.33333333,82.35294118,23
CJ Jordan,Chennai Super Kings,2,11,9,1,11,122.2222222,30
CJ Jordan,Kings XI Punjab,4,29,33,3,9.666666667,87.87878788,30
CJ Jordan,Mumbai Indians,2,6,13,2,3,46.15384615,30
CJ Jordan,Punjab Kings,2,32,21,2,16,152.3809524,30
CJ Jordan,Royal Challengers Bangalore,1,3,4,0,3,75,30
CJ Jordan,Sunrisers Hyderabad,1,0,1,1,0,0,30
CJ McKay,Mumbai Indians,1,8,15,1,8,53.33333333,8
CK Kapugedera,Chennai Super Kings,3,16,24,3,5.333333333,66.66666667,8
CK Langeveldt,Kolkata Knight Riders,1,0,1,1,0,0,8
CK Langeveldt,Royal Challengers Bangalore,1,8,8,1,8,100,8
CL White,Deccan Chargers,19,583,436,16,36.4375,133.7155963,78
CL White,Royal Challengers Bangalore,13,162,138,7,23.14285714,117.3913043,78
CL White,Sunrisers Hyderabad,13,226,200,12,18.83333333,113,78
CM Gautam,Delhi Daredevils,4,48,42,3,16,114.2857143,33
CM Gautam,Mumbai Indians,9,121,116,6,20.16666667,104.3103448,33
CR Brathwaite,Delhi Daredevils,8,95,56,8,11.875,169.6428571,43
CR Brathwaite,Kolkata Knight Riders,2,11,10,2,5.5,110,43
CR Brathwaite,Sunrisers Hyderabad,4,75,54,4,18.75,138.8888889,43
CR Woakes,Delhi Capitals,1,15,11,0,15,136.3636364,18
CR Woakes,Kolkata Knight Riders,7,46,47,3,15.33333333,97.87234043,18
CR Woakes,Royal Challengers Bangalore,4,17,19,2,8.5,89.47368421,18
CRD Fernando,Mumbai Indians,2,4,3,1,4,133.3333333,2
CV Varun,Kolkata Knight Riders,10,25,49,2,12.5,51.02040816,10
D Brevis,Mumbai Indians,10,230,176,10,23,130.6818182,49
D Ferreira,Rajasthan Royals,2,8,11,2,4,72.72727273,7
D Kalyankrishna,Deccan Chargers,1,3,8,1,3,37.5,3
D Padikkal,Lucknow Super Giants,7,38,60,7,5.428571429,63.33333333,101
D Padikkal,Rajasthan Royals,28,637,523,28,22.75,121.7973231,101
D Padikkal,Royal Challengers Bangalore,29,884,740,28,31.57142857,119.4594595,101
D Pretorius,Chennai Super Kings,5,44,28,4,11,157.1428571,22
D Salunkhe,Rajasthan Royals,3,33,24,1,33,137.5,26
D Wiese,Kolkata Knight Riders,3,21,11,1,21,190.9090909,47
D Wiese,Royal Challengers Bangalore,8,127,94,5,25.4,135.106383,47
D du Preez,Royal Challengers Bangalore,1,10,13,1,10,76.92307692,10
DA Miller,Gujarat Titans,38,950,681,24,39.58333333,139.5007342,101
DA Miller,Kings XI Punjab,77,1850,1375,55,33.63636364,134.5454545,101
DA Miller,Rajasthan Royals,8,124,115,5,24.8,107.826087,101
DA Warner,Delhi Capitals,34,1116,837,30,37.2,133.3333333,126
DA Warner,Delhi Daredevils,55,1435,1107,51,28.1372549,129.6296296,126
DA Warner,Sunrisers Hyderabad,95,4016,2905,83,48.38554217,138.2444062,126
DAJ Bracewell,Delhi Daredevils,1,12,9,0,12,133.3333333,12
DB Das,Kolkata Knight Riders,22,304,267,12,25.33333333,113.8576779,35
DB Ravi Teja,Deccan Chargers,23,361,307,19,19,117.5895765,60
DB Ravi Teja,Sunrisers Hyderabad,2,14,18,1,14,77.77777778,60
DE Bollinger,Chennai Super Kings,4,21,23,1,21,91.30434783,16
DG Nalkande,Gujarat Titans,2,12,12,2,6,100,12
DH Yagnik,Rajasthan Royals,17,170,142,9,18.88888889,119.7183099,34
DJ Bravo,Chennai Super Kings,73,1004,758,40,25.1,132.4538259,70
DJ Bravo,Gujarat Lions,12,99,88,8,12.375,112.5,70
DJ Bravo,Mumbai Indians,25,457,401,21,21.76190476,113.9650873,70
DJ Harris,Deccan Chargers,4,111,103,3,37,107.7669903,47
DJ Hooda,Kings XI Punjab,5,102,74,1,102,137.8378378,64
DJ Hooda,Lucknow Super Giants,35,680,540,33,20.60606061,125.9259259,64
DJ Hooda,Punjab Kings,11,160,125,9,17.77777778,128,64
DJ Hooda,Rajasthan Royals,9,151,99,9,16.77777778,152.5252525,64
DJ Hooda,Sunrisers Hyderabad,36,373,332,25,14.92,112.3493976,64
DJ Hussey,Chennai Super Kings,4,116,96,2,58,120.8333333,71
DJ Hussey,Kings XI Punjab,34,695,588,29,23.96551724,118.1972789,71
DJ Hussey,Kolkata Knight Riders,23,511,417,18,28.38888889,122.5419664,71
DJ Jacobs,Mumbai Indians,7,92,101,7,13.14285714,91.08910891,32
DJ Malan,Punjab Kings,1,26,26,1,26,100,26
DJ Mitchell,Chennai Super Kings,13,318,228,11,28.90909091,139.4736842,63
DJ Mitchell,Rajasthan Royals,2,33,46,2,16.5,71.73913043,63
DJ Muthuswami,Delhi Daredevils,1,1,3,1,1,33.33333333,1
DJ Thornely,Mumbai Indians,4,39,54,3,13,72.22222222,30
DJ Willey,Royal Challengers Bangalore,5,53,64,3,17.66666667,82.8125,20
DJG Sammy,Royal Challengers Bangalore,2,13,18,2,6.5,72.22222222,60
DJG Sammy,Sunrisers Hyderabad,18,282,233,13,21.69230769,121.0300429,60
DJM Short,Rajasthan Royals,7,115,102,7,16.42857143,112.745098,44
DL Chahar,Chennai Super Kings,11,66,55,6,11,120,39
DL Chahar,Rising Pune Supergiant,1,14,6,1,14,233.3333333,39
DL Vettori,Delhi Daredevils,6,67,60,3,22.33333333,111.6666667,29
DL Vettori,Royal Challengers Bangalore,10,54,58,4,13.5,93.10344828,29
DM Bravo,Kolkata Knight Riders,1,6,5,0,6,120,6
DNT Zoysa,Deccan Chargers,2,11,9,1,11,122.2222222,10
DP Conway,Chennai Super Kings,22,924,669,20,46.2,138.1165919,92
DP Nannes,Delhi Daredevils,2,4,13,1,4,30.76923077,3
DP Vijaykumar,Deccan Chargers,1,1,1,0,1,100,1
DPMD Jayawardene,Delhi Daredevils,30,666,628,24,27.75,106.0509554,110
DPMD Jayawardene,Kings XI Punjab,35,843,622,28,30.10714286,135.5305466,110
DPMD Jayawardene,Kochi Tuskers Kerala,13,299,272,12,24.91666667,109.9264706,110
DR Martyn,Rajasthan Royals,1,19,26,2,9.5,73.07692308,19
DR Sams,Delhi Capitals,1,0,2,1,0,0,15
DR Sams,Mumbai Indians,10,38,40,8,4.75,95,15
DR Sams,Royal Challengers Bangalore,2,6,6,1,6,100,15
DR Shorey,Chennai Super Kings,2,13,20,2,6.5,65,8
DR Smith,Chennai Super Kings,32,965,766,31,31.12903226,125.9791123,87
DR Smith,Deccan Chargers,11,237,159,10,23.7,149.0566038,87
DR Smith,Gujarat Lions,23,563,384,21,26.80952381,146.6145833,87
DR Smith,Mumbai Indians,22,620,494,19,32.63157895,125.5060729,87
DS Kulkarni,Gujarat Lions,6,28,18,3,9.333333333,155.5555556,28
DS Kulkarni,Mumbai Indians,7,26,46,3,8.666666667,56.52173913,28
DS Kulkarni,Rajasthan Royals,7,50,49,3,16.66666667,102.0408163,28
DS Lehmann,Rajasthan Royals,2,18,19,2,9,94.73684211,17
DT Christian,Deccan Chargers,20,335,283,15,22.33333333,118.3745583,39
DT Christian,Delhi Daredevils,3,26,33,1,26,78.78787879,39
DT Christian,Rising Pune Supergiant,9,79,52,6,13.16666667,151.9230769,39
DT Christian,Royal Challengers Bangalore,9,20,40,6,3.333333333,50,39
DT Patil,Royal Challengers Bangalore,2,13,13,1,13,100,9
DW Steyn,Deccan Chargers,10,55,58,8,6.875,94.82758621,19
DW Steyn,Gujarat Lions,1,1,2,1,1,50,19
DW Steyn,Royal Challengers Bangalore,8,16,27,7,2.285714286,59.25925926,19
DW Steyn,Sunrisers Hyderabad,14,95,76,6,15.83333333,125,19
Dhruv Jurel,Rajasthan Royals,22,347,237,13,26.69230769,146.4135021,56
E Lewis,Lucknow Super Giants,5,73,60,3,24.33333333,121.6666667,65
E Lewis,Mumbai Indians,16,430,343,16,26.875,125.3644315,65
E Lewis,Rajasthan Royals,5,151,96,5,30.2,157.2916667,65
EJG Morgan,Kings XI Punjab,4,65,62,4,16.25,104.8387097,68
EJG Morgan,Kolkata Knight Riders,51,996,829,41,24.29268293,120.1447527,68
EJG Morgan,Royal Challengers Bangalore,4,35,31,3,11.66666667,112.9032258,68
EJG Morgan,Sunrisers Hyderabad,15,310,259,13,23.84615385,119.6911197,68
ER Dwivedi,Gujarat Lions,2,24,15,2,12,160,19
F Behardien,Kings XI Punjab,3,14,13,2,7,107.6923077,9
F du Plessis,Chennai Super Kings,86,2721,2123,74,36.77027027,128.1676872,96
F du Plessis,Rising Pune Supergiant,1,8,7,1,8,114.2857143,96
F du Plessis,Rising Pune Supergiants,6,206,169,6,34.33333333,121.8934911,96
F du Plessis,Royal Challengers Bangalore,30,1198,860,29,41.31034483,139.3023256,96
F du Plessis,Royal Challengers Bengaluru,15,438,276,15,29.2,158.6956522,96
FA Allen,Mumbai Indians,1,8,7,1,8,114.2857143,8
FA Allen,Punjab Kings,2,6,12,1,6,50,8
FH Edwards,Deccan Chargers,2,4,5,1,4,80,3
FY Fazal,Rajasthan Royals,11,183,179,9,20.33333333,102.2346369,45
Fazalhaq Farooqi,Sunrisers Hyderabad,2,3,13,0,3,23.07692308,2
G Coetzee,Mumbai Indians,5,14,22,4,3.5,63.63636364,8
G Gambhir,Delhi Daredevils,44,1182,991,41,28.82926829,119.2734612,93
G Gambhir,Kolkata Knight Riders,107,3035,2533,94,32.28723404,119.8183972,93
GB Hogg,Kolkata Knight Riders,2,7,6,0,7,116.6666667,13
GB Hogg,Rajasthan Royals,2,15,16,2,7.5,93.75,13
GC Smith,Pune Warriors,4,42,54,4,10.5,77.77777778,91
GC Smith,Rajasthan Royals,25,697,637,26,26.80769231,109.4191523,91
GC Viljoen,Kings XI Punjab,3,3,7,2,1.5,42.85714286,2
GD McGrath,Delhi Daredevils,2,4,5,1,4,80,4
GD Phillips,Rajasthan Royals,3,26,33,2,13,78.78787879,25
GD Phillips,Sunrisers Hyderabad,5,39,22,5,7.8,177.2727273,25
GH Vihari,Delhi Capitals,2,4,8,2,2,50,46
GH Vihari,Sunrisers Hyderabad,21,280,323,18,15.55555556,86.6873065,46
GHS Garton,Royal Challengers Bangalore,2,2,4,1,2,50,2
GJ Bailey,Chennai Super Kings,3,63,67,5,12.6,94.02985075,61
GJ Bailey,Kings XI Punjab,28,516,386,20,25.8,133.6787565,61
GJ Bailey,Rising Pune Supergiants,5,84,99,4,21,84.84848485,61
GJ Maxwell,Delhi Daredevils,14,175,133,13,13.46153846,131.5789474,95
GJ Maxwell,Kings XI Punjab,61,1295,854,54,23.98148148,151.6393443,95
GJ Maxwell,Mumbai Indians,3,36,27,2,18,133.3333333,95
GJ Maxwell,Royal Challengers Bangalore,41,1214,782,33,36.78787879,155.2429668,95
GJ Maxwell,Royal Challengers Bengaluru,9,52,46,9,5.777777778,113.0434783,95
GR Napier,Mumbai Indians,1,15,16,1,15,93.75,15
Gulbadin Naib,Delhi Capitals,1,19,15,1,19,126.6666667,19
Gurkeerat Singh,Kings XI Punjab,24,342,280,23,14.86956522,122.1428571,65
Gurkeerat Singh,Royal Challengers Bangalore,8,169,156,4,42.25,108.3333333,65
H Das,Deccan Chargers,1,2,5,1,2,40,2
H Klaasen,Rajasthan Royals,4,57,48,3,19,118.75,104
H Klaasen,Royal Challengers Bangalore,2,9,10,2,4.5,90,104
H Klaasen,Sunrisers Hyderabad,26,927,555,21,44.14285714,167.027027,104
HC Brook,Sunrisers Hyderabad,11,190,159,9,21.11111111,119.4968553,100
HE van der Dussen,Rajasthan Royals,3,22,25,2,11,88,12
HF Gurney,Kolkata Knight Riders,1,1,5,0,1,20,1
HH Gibbs,Deccan Chargers,33,805,746,30,26.83333333,107.9088472,69
HH Gibbs,Mumbai Indians,3,81,91,2,40.5,89.01098901,69
HH Pandya,Gujarat Titans,30,833,641,21,39.66666667,129.9531981,91
HH Pandya,Mumbai Indians,98,1701,1173,68,25.01470588,145.0127877,91
HM Amla,Kings XI Punjab,16,577,418,13,44.38461538,138.0382775,104
HR Shokeen,Mumbai Indians,5,66,67,3,22,98.50746269,25
HV Patel,Delhi Capitals,3,21,28,3,7,75,36
HV Patel,Delhi Daredevils,2,60,33,0,60,181.8181818,36
HV Patel,Punjab Kings,4,13,19,3,4.333333333,68.42105263,36
HV Patel,Royal Challengers Bangalore,28,155,134,20,7.75,115.6716418,36
Harbhajan Singh,Chennai Super Kings,4,30,41,3,10,73.17073171,64
Harbhajan Singh,Kolkata Knight Riders,2,4,4,0,4,100,64
Harbhajan Singh,Mumbai Indians,82,799,591,53,15.0754717,135.1945854,64
Harmeet Singh,Deccan Chargers,1,0,1,1,0,0,14
Harmeet Singh,Kings XI Punjab,3,18,11,1,18,163.6363636,14
Harpreet Brar,Kings XI Punjab,1,20,14,0,20,142.8571429,29
Harpreet Brar,Punjab Kings,23,213,187,12,17.75,113.9037433,29
Harpreet Singh,Pune Warriors,3,20,26,2,10,76.92307692,41
Harpreet Singh,Punjab Kings,5,103,93,4,25.75,110.7526882,41
Harshit Rana,Kolkata Knight Riders,3,2,3,2,1,66.66666667,2
I Malhotra,Deccan Chargers,1,7,4,0,7,175,7
I Sharma,Deccan Chargers,4,4,5,0,4,80,10
I Sharma,Delhi Capitals,4,12,12,0,12,100,10
I Sharma,Kings XI Punjab,3,8,13,2,4,61.53846154,10
I Sharma,Kolkata Knight Riders,10,33,41,5,6.6,80.48780488,10
I Udana,Royal Challengers Bangalore,4,15,11,3,5,136.3636364,10
IC Pandey,Pune Warriors,1,0,2,1,0,0,0
IK Pathan,Delhi Daredevils,37,479,438,22,21.77272727,109.3607306,60
IK Pathan,Gujarat Lions,1,2,3,1,2,66.66666667,60
IK Pathan,Kings XI Punjab,35,603,472,24,25.125,127.7542373,60
IK Pathan,Rising Pune Supergiants,3,11,14,2,5.5,78.57142857,60
IK Pathan,Sunrisers Hyderabad,6,55,58,4,13.75,94.82758621,60
IR Jaggi,Deccan Chargers,5,43,60,4,10.75,71.66666667,28
IR Jaggi,Kolkata Knight Riders,2,33,40,1,33,82.5,28
IS Sodhi,Rajasthan Royals,2,7,18,2,3.5,38.88888889,6
Imran Tahir,Chennai Super Kings,2,15,12,0,15,125,13
Imran Tahir,Delhi Daredevils,5,18,23,4,4.5,78.26086957,13
Imran Tahir,Rising Pune Supergiant,1,0,2,0,0,0,13
Iqbal Abdulla,Kolkata Knight Riders,8,26,32,0,26,81.25,33
Iqbal Abdulla,Royal Challengers Bangalore,5,62,54,1,62,114.8148148,33
Ishan Kishan,Gujarat Lions,15,319,255,14,22.78571429,125.0980392,99
Ishan Kishan,Mumbai Indians,84,2325,1736,77,30.19480519,133.9285714,99
J Arunkumar,Royal Challengers Bangalore,3,23,24,3,7.666666667,95.83333333,22
J Botha,Delhi Daredevils,6,43,52,6,7.166666667,82.69230769,67
J Botha,Kolkata Knight Riders,3,31,15,3,10.33333333,206.6666667,67
J Botha,Rajasthan Royals,19,335,297,13,25.76923077,112.7946128,67
J Fraser-McGurk,Delhi Capitals,9,330,150,8,41.25,220,84
J Suchith,Delhi Capitals,1,6,15,1,6,40,34
J Suchith,Mumbai Indians,5,48,33,1,48,145.4545455,34
J Suchith,Sunrisers Hyderabad,3,16,14,2,8,114.2857143,34
J Syed Mohammad,Royal Challengers Bangalore,5,29,27,2,14.5,107.4074074,13
J Theron,Deccan Chargers,1,7,6,0,7,116.6666667,7
J Theron,Kings XI Punjab,2,2,6,2,1,33.33333333,7
J Theron,Rajasthan Royals,1,1,1,0,1,100,7
J Yadav,Delhi Daredevils,2,6,12,0,6,50,23
J Yadav,Mumbai Indians,2,34,26,2,17,130.7692308,23
JA Morkel,Chennai Super Kings,58,828,592,35,23.65714286,139.8648649,73
JA Morkel,Delhi Daredevils,3,86,70,1,86,122.8571429,73
JA Morkel,Rising Pune Supergiants,1,16,9,1,16,177.7777778,73
JA Morkel,Royal Challengers Bangalore,5,45,41,3,15,109.7560976,73
JA Richardson,Delhi Capitals,1,2,2,1,2,100,15
JA Richardson,Punjab Kings,2,15,25,2,7.5,60,15
JC Archer,Mumbai Indians,2,4,4,0,4,100,27
JC Archer,Rajasthan Royals,21,195,128,13,15,152.34375,27
JC Buttler,Mumbai Indians,24,528,375,20,26.4,140.8,124
JC Buttler,Rajasthan Royals,82,3055,2144,76,40.19736842,142.4906716,124
JD Ryder,Pune Warriors,24,548,417,24,22.83333333,131.4148681,86
JD Ryder,Royal Challengers Bangalore,5,56,49,5,11.2,114.2857143,86
JD Unadkat,Delhi Daredevils,2,1,6,1,1,16.66666667,26
JD Unadkat,Lucknow Super Giants,1,9,7,1,9,128.5714286,26
JD Unadkat,Mumbai Indians,5,59,37,1,59,159.4594595,26
JD Unadkat,Rajasthan Royals,11,100,86,9,11.11111111,116.2790698,26
JD Unadkat,Rising Pune Supergiant,1,2,5,0,2,40,26
JD Unadkat,Royal Challengers Bangalore,2,2,2,0,2,100,26
JD Unadkat,Sunrisers Hyderabad,5,24,27,2,12,88.88888889,26
JDP Oram,Chennai Super Kings,10,106,107,7,15.14285714,99.06542056,41
JDP Oram,Rajasthan Royals,1,0,3,1,0,0,41
JDS Neesham,Delhi Daredevils,3,42,46,3,14,91.30434783,22
JDS Neesham,Kings XI Punjab,3,19,18,2,9.5,105.5555556,22
JDS Neesham,Mumbai Indians,2,0,2,2,0,0,22
JDS Neesham,Rajasthan Royals,2,31,27,1,31,114.8148148,22
JE Root,Rajasthan Royals,1,10,15,1,10,66.66666667,10
JE Taylor,Pune Warriors,2,3,4,0,3,75,2
JEC Franklin,Mumbai Indians,16,327,309,11,29.72727273,105.8252427,79
JH Kallis,Kolkata Knight Riders,53,1295,1237,53,24.43396226,104.6887631,89
JH Kallis,Royal Challengers Bangalore,42,1132,1054,36,31.44444444,107.4003795,89
JJ Bumrah,Mumbai Indians,26,68,80,8,8.5,85,16
JJ Roy,Delhi Daredevils,5,120,98,4,30,122.4489796,91
